permit_number,permit_issuance_date,permit_expiration_date,facility_name,facility_address,facility_county,facility_state,state_facility_id,initial_construction_commenced_notification_required,construction_commenced_notification_window_days,initial_startup_notification_required,startup_notification_window_days,permit_copy_onsite_required,right_of_entry_clause,permit_extraction_notes,source_file,num_generators,generator_ref,included_in_permit_project,original_permit_date,equipment_facility_id,make,model,rated_capacity_bhp,rated_capacity_hp,rated_capacity_kw,rated_capacity_mmbtu_per_hr,calculated_bhp,calculated_hp,calculated_kw,calculated_mmbtu_per_hr,primary_fuel_type,secondary_fuel_type,other_fuels,fuel_grade,fuel_specification,fuel_sulfur_content_pct,fuel_certification_required,fuel_change_permit_trigger,fuel_throughput_per_unit_limit,fuel_throughput_per_unit_scope,fuel_throughput_per_unit_group_ref,fuel_throughput_combined_limit,fuel_throughput_combined_group_ref,control_technology,operating_hours_per_unit_limit,operating_hours_per_unit_rolling_window,operating_hours_combined_limit,operating_hours_combined_group_ref,operating_hours_combined_rolling_window,allowed_operating_modes,opacity_limit_percent,hour_meter_required,observation_frequency,recordkeeping_window_years,nsps_subpart_iiii,mact_subpart_zzzz,generator_extraction_notes
17060002,2017-09-11,2027-09-11,"Cyrus One, LLC","2905 East Diehl Road, Aurora, Kane County",Kane County,IL,089407ALK,,,,,,"The Permittee shall allow any duly authorized agent of the Illinois EPA, upon the presentation of credentials, at reasonable times: To enter the Permittee's property where actual or potential effluent, emission or noise sources are located or where any activity is to be conducted pursuant to this permit; To have access to and to copy any records required to be kept under the terms and conditions of this permit; To inspect, including during any hours of operation of equipment constructed or operated under this permit, such equipment and any equipment required to be kept, used, operated, calibrated and maintained under this permit; To obtain and remove samples of any discharge or emission of pollutants; and To enter and utilize any photographic, recording, testing, monitoring or other equipment for the purpose of preserving, testing, monitoring or recording any activity, discharge or emission authorized by this permit.",Primary identifiers on permit cover: Application No.: 17060002 and I.D. No.: 089407ALK. Selected Application No. as permitNumber and used I.D. No. as stateFacilityID. Facility address taken from 'Location' line. Equipment lists and operating conditions sourced from the permit equipment listing on page 1 and Special Conditions 14(a)-(d).,043407ACW_17060002_IL_Final_Permit.json,68.0,"Sets D, E, and F",,,,,,3353.0,3353.0,2250.0,21.946,True,False,False,True,distillate fuel oil,,,"Grades No. 1 and 2 (i.e., diesel)",40 CFR 80.510(b),0.0015,,"The engines powering Emergency Generator Sets A through F shall only be operated with distillate fuel oil (Grades No. 1 and 2 (i.e., diesel)) as the fuel. The use of any other fuel in any of the engines powering Emergency Generator Sets A through F requires that the Permittee first obtain a construction permit from the Illinois EPA and then perform stack testing to verify compliance with all applicable requirements.",,,,,,,,,2176.0,"diesel powered Emergency Generator Sets D, E, and F",running 12 month total,"In order for the engine to be considered an emergency stationary ICE under 40 CFR 60 Subpart IIII, any operation other than emergency operation, maintenance and testing, emergency demand response, and operation in non-emergency situations for 50 hours per year, as described in 40 CFR 60.4211(f) (1) through (3), is prohibited.",30.0,True,,5.0,True,True,"Group description and capacities from equipment list on page 1: 'Sixty-Eight (68) 2,250 kW (3,353 engine HP) diesel powered Emergency Generator Sets (Sets D, E, and F)'. Condition 14(d) sets combined runtime limits: 544 hours/year (maintenance/testing up to 50% load) + 1,632 hours/year (testing up to 100% load or emergency) = 2,176 hours/year total for all 68 gensets. No individual unit IDs provided in the permit; grouped per permit organization. Fuel type/grade from Condition 13(b). Fuel sulfur basis from Conditions 12(a) and 14(d)(ii)."
18070001,2018-10-17,,"Cyxtera Communication, LLC-CH3","2425 South Busse Road, Elk Grove Village, Du Page County",Du Page County,IL,043440AHQ,,,True,,,"The Permittee shall allow any duly authorized agent of the Agency upon the presentation of credentials, at reasonable times: to enter the Permittee's property where actual or potential effluent, emission or noise sources are located or where any activity is to be conducted pursuant to this permit, to have access to and copy any records required to be kept under the terms and conditions of this permit, to inspect, including during any hours of operation of equipment constructed or operated under this permit, such equipment and any equipment required to be kept, used, operated, calibrated and maintained under this permit, to obtain and remove samples of any discharge or emission of pollutants, and to enter and utilize any photographic, recording, testing, monitoring or other equipment for the purpose of preserving, testing, monitoring, or recording any activity, discharge, or emission authorized by this permit.",Permit header shows 'Application No.: 18070001' and 'I.D. No.: 043440AHQ'. Used Application No. as permitNumber and I.D. No. as stateFacilityID. Facility address and county taken from 'Location:' line. Initial startup notifications required via 40 CFR 63.6645 cross-referenced in Conditions 8a and 23c.,043440AHQ_18070001_IL_Final_Permit.json,10.0,"Gen-1A thru Gen-1E, and Gen-2A thru Gen-2E",False,,,,,2876.0,2876.0,2000.0,18.824,True,False,False,True,distillate fuel oil,,,"Grades No. 1 and 2 (i.e., diesel)",40 CFR 80.510(b),0.0015,,The use of any other fuel in Generators Gen-1 thru Gen-4 or Gen-6 thru Gen-10 may require that the Permittee first obtain a construction permit from the Illinois EPA and perform stack testing to verify compliance with all applicable requirements.,,,,,,"Diesel Oxidation Catalysts (DOC-1A thru DOC-1E, and DOC-2A thru DOC-2E)",500.0,running 12 month total,3300.0,"Gen-1A thru Gen-1E, and Gen-2A thru Gen-2E",,,30.0,,once per month,5.0,,True,"Grouping and specs from the permit cover page and Conditions 1, 2, 10, and 11: 'Ten (10) ... generators (Gen-1A thru Gen-1E, and Gen-2A thru Gen-2E) each at - 2,000 kW capacity' and emissions basis '(2,000 kW (2,876 HP), each)'. Hours limits from Condition 11a: '500 hours/year (each), 3,300 hours/year (combined)'; rolling window per 11b 'running 12 month total'. Fuel from Condition 10c 'distillate fuel oil (Grades No. 1 and 2 (i.e., diesel))'; sulfur limit per 4b '15 ppm'; fuel specification per 8b and 9a '40 CFR 80.510(b)'. Control technology from permit description 'Diesel Oxidation Catalysts (DOC-1A thru DOC-1E, and DOC-2A thru DOC-2E)'. Observation frequency 'once per month' from Table 6 to Subpart ZZZZ excerpt requiring monthly catalyst pressure drop checks. Units are described as 'existing'; this permit authorizes installation of DOCs and modification to non-emergency; includedInPermitProject marked false per schema rule for 'existing'. Verification: Extracted 10 generators as a single group reference 'Gen-1A thru Gen-1E, and Gen-2A thru Gen-2E'. No make/model stated in the permit."
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,5.0,DC2&3-EG1 thru DC2&3-EG5,False,2000-10-05,,Caterpillar,3512-B,1818.0,1818.0,1250.0,11.899,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,1000.0,,,500.0,calculated monthly as the sum of each consecutive 12-month period,1000.0,DC2&3-EG1 thru DC2&3-EG5,calculated monthly as the sum of each consecutive 12-month period,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",20.0,,,5.0,,,Equipment Previously Permitted table (Page 3) lists DC2&3-EG1 thru DC2&3-EG5 with specs and original permit date. Combined and per-unit hours from Condition 9. Opacity limit from Condition 18. Fuel specs from Conditions 12-13. Hour meter and control technology not listed for this group in Conditions 2-3 and 1.
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,1.0,DC2&3-EG13,True,,,Caterpillar,3516-C,3634.0,3634.0,2500.0,23.785,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,,,"direct diesel injection, engine control module, turbocharger and charge air cooler",200.0,calculated monthly as the sum of each consecutive 12-month period,,,,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",5.0,True,"observed by the permittee during each test run and at a frequency of not less than once per day during days in which the emergency diesel engine generator sets (DC4-EG1 thru DC4-EG11, DC2&3-EG6 and DC2&3-EG13) are called into service",5.0,,,New unit listed in Equipment to be Constructed table (Page 3). Operating hours limit from Condition 11. Fuel specs from Conditions 12-13. Hour meter and observation from Conditions 2-3. Control technology and opacity from Conditions 1 and 17.
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,1.0,DC2&3-EG6,False,2007-06-20,,Caterpillar,3512-C,2206.0,2206.0,1250.0,14.439,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,,,"direct diesel injection, engine control module, turbocharger and charge air cooler",200.0,calculated monthly as the sum of each consecutive 12-month period,,,,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",5.0,True,"observed by the permittee during each test run and at a frequency of not less than once per day during days in which the emergency diesel engine generator sets (DC4-EG1 thru DC4-EG11, DC2&3-EG6 and DC2&3-EG13) are called into service",5.0,,,"Equipment Previously Permitted table (Page 3) lists DC2&3-EG6 with specs and original permit date. Hours limitation from Condition 10. Hour meter, observation, control technology, and opacity from Conditions 2-3, 1, and 17. Fuel specs from Conditions 12-13."
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,6.0,DC2&3-EG7 thru DC2&3-EG12,False,2000-10-05,,Caterpillar,3516-B,2876.0,2876.0,2000.0,18.824,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,1200.0,,,500.0,calculated monthly as the sum of each consecutive 12-month period,1200.0,DC2&3-EG7 thru DC2&3-EG12,calculated monthly as the sum of each consecutive 12-month period,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",20.0,,,5.0,,,Equipment Previously Permitted table (Page 3) lists DC2&3-EG7 thru DC2&3-EG12 with specs and original permit date. Hours limitations from Condition 8. Opacity limit from Condition 18. Fuel specs from Conditions 12-13. Hour meter and control technology not listed for this group in Conditions 2-3 and 1.
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,6.0,DC4-EG1 thru DC4-EG6,False,2007-07-27,,Cummins,DQKAB,2919.0,2919.0,2000.0,19.105,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,1200.0,,"direct diesel injection, engine control module, turbocharger and charge air cooler",500.0,calculated monthly as the sum of each consecutive 12-month period,1200.0,DC4-EG1 thru DC4-EG6,calculated monthly as the sum of each consecutive 12-month period,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",5.0,True,"observed by the permittee during each test run and at a frequency of not less than once per day during days in which the emergency diesel engine generator sets (DC4-EG1 thru DC4-EG11, DC2&3-EG6 and DC2&3-EG13) are called into service",5.0,,,"Equipment Previously Permitted table (Page 3) lists DC4-EG1 thru DC4-EG6 with specs and original permit date. Hours limitations from Condition 7. Hour meter, observation, control technology, and opacity from Conditions 2-3, 1, and 17."
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,2.0,DC4-EG10 thru DC4-EG11,False,2014-01-30,,Cummins,DQKAB,2919.0,2919.0,2000.0,19.105,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,1000.0,,"direct diesel injection, engine control module, turbocharger and charge air cooler",500.0,calculated monthly as the sum of each consecutive 12-month period,1000.0,DC4-EG7 thru DC4-EG11,calculated monthly as the sum of each consecutive 12-month period,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",5.0,True,"observed by the permittee during each test run and at a frequency of not less than once per day during days in which the emergency diesel engine generator sets (DC4-EG1 thru DC4-EG11, DC2&3-EG6 and DC2&3-EG13) are called into service",5.0,,,"Equipment Previously Permitted table (Page 3) lists DC4-EG10 thru DC4-EG11 with specs and original permit date. Combined hours limitation applies to group DC4-EG7 thru DC4-EG11 (Condition 6). Hour meter, observation, control technology, and opacity from Conditions 2-3, 1, and 17."
73160,2019-10-30,,"Cyxtera Communications, LLC","21110 Ridgetop Circle, Sterling, Virginia 20166
45901 Nokes Boulevard, Sterling, Virginia 20166
45845 Nokes Boulevard, Sterling, Virginia 20166",Loudoun County,VA,107-01042,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.",Permit number from Registration No. in cover letter and permit header. Facility address comprises three site addresses listed under 'located at'. County-Plant No. captured as stateFacilityID. Notifications and onsite copy requirements from Conditions 23 and 34.,73160_DC_Permit.json,3.0,DC4-EG7 thru DC4-EG9,False,2012-01-19,,Cummins,DQKAB,2919.0,2919.0,2000.0,19.105,False,True,False,True,ultra low sulfur diesel fuel,,,Grade No. 1-D S15 or Grade No. 2-D S15,ASTM D975,0.0015,True,A change in the fuel may require a new or amended permit.,,,,1000.0,,"direct diesel injection, engine control module, turbocharger and charge air cooler",500.0,calculated monthly as the sum of each consecutive 12-month period,1000.0,DC4-EG7 thru DC4-EG11,calculated monthly as the sum of each consecutive 12-month period,"The emergency diesel engine generator sets included in the Equipment List section of this permit shall only be operated in the following modes: a. In situations that arises from sudden and reasonably unforeseeable events where the primary energy or power source is disrupted or disconnected due to conditions beyond the control of an owner or operator of a facility including: i. A failure of the electrical grid; ii. On-site disaster that results in a loss of power; iii. Public service emergencies such as flood, fire, natural disaster, or severe weather conditions. b. An Independent System Operator (ISO) declared emergency, where an ISO emergency is any of the following: i. An abnormal system condition requiring manual or automatic action to maintain system frequency to prevent loss affirm load, equipment damage, or tripping of system elements that could adversely affect the reliability of an electric system or the safety of persons or property; ii. Capacity deficiency or capacity excess conditions; iii. A fuel shortage requiring departure from normal operating procedures in order to minimize the use of such scarce fuel; iv. Abnormal natural events or man-made threats that would require conservative operations to posture the system in a more reliable state; or v. An abnormal event external to the ISO service territory that may require ISO action. c. For scheduled and non-scheduled maintenance, testing, and operational training. d. For the integration operational period which is the period of time beginning with the first time the affected unit is started on-site and ending when the affected unit is fully integrated with the source's electrical system.",5.0,True,"observed by the permittee during each test run and at a frequency of not less than once per day during days in which the emergency diesel engine generator sets (DC4-EG1 thru DC4-EG11, DC2&3-EG6 and DC2&3-EG13) are called into service",5.0,,,"Equipment Previously Permitted table (Page 3) lists DC4-EG7 thru DC4-EG9 with specs and original permit date. Combined hours limitation applies to group DC4-EG7 thru DC4-EG11 (Condition 6). Hour meter, observation, control technology, and opacity from Conditions 2-3, 1, and 17."
19070018,2019-08-09,,"Cyxtera Communications, LLC - CH3","2425 South Busse Road, Elk Grove Village, Du Page County",Du Page County,IL,043440AHQ,True,30.0,True,15.0,,"The Permittee shall allow any duly authorized agent of the Agency upon the presentation of credentials, at reasonable times: to enter the Permittee's property where actual or potential effluent, emission or noise sources are located or where any activity is to be conducted pursuant to this permit, to have access to and copy any records required to be kept under the terms and conditions of this permit, to inspect, including during any hours of operation of equipment constructed or operated under this permit, such equipment and any equipment required to be kept, used, operated, calibrated and maintained under this permit, to obtain and remove samples of any discharge or emission of pollutants, and to enter and utilize any photographic, recording, testing, monitoring or other equipment for the purpose of preserving, testing, monitoring, or recording any activity, discharge, or emission authorized by this permit.","Permit number taken as 'Application No.: 19070018'. Facility I.D. No. is '043440AHQ'. Location string includes county per document. No explicit expiration date stated; standard condition notes one-year expiration but no date provided. Generator count verification: 2 units (Gen-3C, Gen-3D) identified; total numGenerators across entries = 2; matches equipment IDs found. Data primarily from conditions/special conditions sections: opening equipment description, Conditions 2 (NSPS), 3 (NESHAP), 10e (allowed operating modes), 12 (fuel specifications and change trigger), 13 (operating hours), 18 (hour meter), 24 (recordkeeping).",043440AHQ_19070018_IL_Final_Permit.json,2.0,Gen-3C and Gen-3D,True,,,,,3280.0,3280.0,2000.0,21.468,False,True,False,True,distillate fuel oil,,,"Grades No. 1 and 2 (i.e., diesel)",40 CFR 80.510(b); 35 Ill. Adm. Code 214.305(a)(2),0.0015,,The use of any other fuel in any of the engines powering Emergency Generators Gen-3C and Gen-3D may require that the Permittee first obtain a construction permit from the Illinois EPA and then perform stack testing to verify compliance with all applicable requirements.,,,,,,,275.0,year,,,,"In order for the engine to be considered an emergency stationary ICE under 40 CFR 60 Subpart IIII, any operation other than emergency operation, maintenance and testing, emergency demand response, and operation in non-emergency situations for 50 hours per year, as described in 40 CFR 60.4211(f)(1) through (3), is prohibited.",30.0,True,,5.0,True,True,"Grouped entry per permit description: 'Two (2)- 2,000 kW (3,280 engine HP) diesel powered backup generator sets (Gen-3C and Gen-3D)'. Capacity values from opening equipment description. Operating hours per unit limit 'shall not exceed 275 hours/year (each)' from Condition 13a(i). Allowed operating modes language from 40 CFR 60.4211(f) in Condition 10(e). Fuel type and grades from Condition 12(b); sulfur/ASTM-equivalent requirements from 40 CFR 80.510(b) and 35 Ill. Adm. Code 214.305(a)(2). Hour meter requirement from Condition 18 (40 CFR 60.4209(a)). Opacity 30% from 35 Ill. Adm. Code 212.123(a). Recordkeeping retention 5 years from Condition 24(b). No make/model stated anywhere in the permit; set to null. Verification: Total equipment IDs found = 2 (Gen-3C, Gen-3D); numGenerators = 2."
07100077,2021-01-15,2024-05-02,"Cyxtera Communications, LLC-ORD2","2425 South Busse Road, Elk Grove Village, Du Page County",Du Page County,IL,043440AHQ,,,,,,"The Permittee shall allow any duly authorized agent of the Illinois EPA, upon the presentation of credentials, at reasonable times:",Permit lists Application No.: 07100077 and I.D. No.: 043440AHQ. Using Application No. as permitNumber and I.D. No. as stateFacilityID. Location line used for facilityAddress as written.,043440AHQ_07100077_IL_Final_Permit.json,2.0,EG No.11 and EG No. 12,,,,,,2876.0,2876.0,2000.0,18.824,True,False,False,True,distillate fuel oil,,,"grades No. 1 and 2 (i.e., diesel)",,0.0015,,The use of any other fuel in any of the emergency generator sets requires that the Permittee first obtain a construction permit from the Illinois EPA and then perform stack testing toverify compliance with all applicable requirements.,,,,,,,150.0,,1390.0,"Gen-1A thru Gen-1E, Gen-2A thru Gen-2E, EG No.11 and EG No. 12",,"any operation other than emergency operation, maintenance and testing, emergency demand response, and operation in non-emergency situations for 50 hours per year, as described in 40 CFR 63.6640(f) (1) through (4), is prohibited.",30.0,True,,5.0,,True,"Equipment group and capacity from permit equipment list: 'Two (2) 2,000 kW diesel powered generators ((EG No.11 and EG No. 12)'. Rated HP (2,876 HP each) and per-unit (150 hours/year each) and combined runtime (1,390 hours/year combined) from Condition 13a. Condition 13a notes EG No.11 and EG No. 12 are uncontrolled. Fuel type/grade from Condition 12c. Fuel sulfur requirement (15 ppm) from Condition 6(c). Opacity limit 30% from Condition 5(a). Hour meter required per Conditions 16 and 20. Combined hours limit applies with Gen-1A thru Gen-1E and Gen-2A thru Gen-2E."
